Price,Close,High,Low,Open,Volume
Ticker,BND,BND,BND,BND,BND
Date,,,,,
2015-07-01,60.816768646240234,60.914494390821815,60.76414620909392,60.7942169925226,5399300
2015-07-02,60.9670524597168,61.0271939630775,60.93698170803644,60.93698170803644,1060100
2015-07-06,61.17759704589844,61.22270608172182,61.057319666336845,61.22270608172182,2210700
2015-07-07,61.237728118896484,61.47076944499569,61.23772811889648,61.41063363321802,4183200
2015-07-08,61.41061782836914,61.463240234765024,61.312886405482395,61.373027937195445,1967800
2015-07-09,61.20766067504883,61.3279437759749,61.17758989981731,61.31290552065217,1670900
2015-07-10,60.921974182128906,61.01218647416326,60.854313529250206,60.90693593241729,2038300
2015-07-13,60.77913284301758,60.899415885914955,60.77161371898371,60.786651967051455,2846500
2015-07-14,60.89187240600586,60.94449478237247,60.861801657309385,60.89187240600586,1567700
2015-07-15,61.064815521240234,61.08736716284952,60.876877527279696,60.89942916888898,2631000
2015-07-16,61.064815521240234,61.1023996787849,60.92949993617215,60.94453245210753,1063100
2015-07-17,61.07233428955078,61.13247582941322,61.04226351961957,61.07985341588682,807900
2015-07-20,60.98966598510742,61.057326678906165,60.95208180892168,61.03477502611167,1026900
2015-07-21,61.10240936279297,61.139999261707594,60.967093756278956,60.98213201001014,1422900
2015-07-22,61.12495803833008,61.21517035009438,61.117444647242834,61.13247716483036,1624100
2015-07-23,61.267799377441406,61.29787015127506,61.109932116374935,61.155035409418595,1178400
2015-07-24,61.30537414550781,61.350477427417836,61.26778425364129,61.33543917650633,804300
2015-07-27,61.42568588256836,61.43320501223586,61.35051179213974,61.41065335864882,2022800
2015-07-28,61.320396423339844,61.380537946120526,61.31287729913944,61.350467184730185,1434700
2015-07-29,61.267799377441406,61.32794092510872,61.22269608439775,61.32042179779689,1020500
2015-07-30,61.29030227661133,61.32789214785965,61.22264739085528,61.25271814077211,788000
2015-07-31,61.500850677490234,61.51588893455229,61.43319572695478,61.47829902731175,1589100
2015-08-03,61.643218994140625,61.65828263119437,61.5000885793423,61.5452852377897,2085800
2015-08-04,61.432289123535156,61.60554679983947,61.41721974029128,61.59048316388135,1007300
2015-08-05,61.3343505859375,61.37201829382072,61.25148622642266,61.356948911753314,2097000
2015-08-06,61.371986389160156,61.43225239152949,61.334318700858745,61.349388075092236,1173000
2015-08-07,61.500083923339844,61.55281526996506,61.43228894080132,61.469950904227474,1773800
2015-08-10,61.371986389160156,61.47744901966533,61.334318700858745,61.45485070559741,1173300
2015-08-11,61.60553741455078,61.68840176791089,61.552806075802074,61.575404399939394,1424200
2015-08-12,61.58292007446289,61.79384536432695,61.56785644545108,61.7109810365542,1029700
2015-08-13,61.45484161376953,61.58290253939687,61.43224330304488,61.52263654594349,845500
2015-08-14,61.432289123535156,61.52268243385541,61.40215610433316,61.432289123535156,2279800
2015-08-17,61.54528045654297,61.60554649464842,61.515153184775976,61.575413475595695,821900
2015-08-18,61.432289123535156,61.51515348951923,61.409685048669346,61.46995108707335,1083900
2015-08-19,61.650753021240234,61.67335709961348,61.33436489145445,61.37203260812322,1356600
2015-08-20,61.703460693359375,61.748657333975565,61.65072361626195,61.67332768385395,1536900
2015-08-21,61.801414489746094,61.83907645690336,61.67335345629602,61.74868313789687,3459200
2015-08-24,61.786346435546875,62.09520560823344,61.71855144483212,61.997277594772214,4751800
2015-08-25,61.58292007446289,61.7109810365542,61.46992274138341,61.7109810365542,5325500
2015-08-26,61.31928253173828,61.57540453557195,61.28161482656985,61.424745209468014,2742500
2015-08-27,61.40216827392578,61.48503265633313,61.28163617322893,61.29670555945948,2671000
2015-08-28,61.432289123535156,61.575413780637476,61.40215610433316,61.53775181709929,2723900
2015-08-31,61.34939193725586,61.545247836362535,61.34185724966478,61.53018420846305,3103700
2015-09-01,61.498878479003906,61.55171882098328,61.4007423016384,61.438487871265956,2577700
2015-09-02,61.45356369018555,61.5214987771977,61.39317310673273,61.43846316474083,1934700
2015-09-03,61.498878479003906,61.57436385909368,61.44603813702454,61.536618289466126,2503000
2015-09-04,61.649871826171875,61.67251687257885,61.506451279205166,61.60458173335791,1213800
2015-09-08,61.498878479003906,61.536618289466126,61.45358840278311,61.536618289466126,1194600
2015-09-09,61.483787536621094,61.574373462355986,61.295071177381416,61.31017171125368,4265400
2015-09-10,61.35547637939453,61.46870737368781,61.35547637939453,61.46870737368781,1889000
2015-09-11,61.483787536621094,61.544178153777686,61.46114249497893,61.51398284519939,1411500
2015-09-14,61.498878479003906,61.5668135933351,61.47623344089351,61.559269086741864,905900
2015-09-15,61.242191314697266,61.44600807630996,61.189350998568514,61.43845781424513,1697300
2015-09-16,61.20447540283203,61.249765474566765,61.14408480107586,61.19692513782132,1579000
2015-09-17,61.55172348022461,61.55172348022461,61.15919025937992,61.17429079204013,1833200
2015-09-18,61.72531509399414,61.73286535736438,61.58943914914742,61.619634443464854,1639800
2015-09-21,61.498878479003906,61.64984923918345,61.45358840278311,61.61210942872123,933800
2015-09-22,61.61212158203125,61.73289706216541,61.58192627220609,61.597021047535435,1444000
2015-09-23,61.61212158203125,61.672506442515086,61.559281229628844,61.6423168918564,709000
2015-09-24,61.634761810302734,61.79328285512784,61.61966127698642,61.77818232181153,1454400
2015-09-25,61.52153396606445,61.619664400931306,61.52153396606445,61.597019358974826,1134000
2015-09-28,61.68002700805664,61.72531707140194,61.551701322469164,61.619636417487115,1305000
2015-09-29,61.72531509399414,61.808350713576225,61.6724747687295,61.687575295469976,1256600
2015-09-30,61.84607696533203,61.853627226345374,61.71020106290046,61.74039634779211,4432000
2015-10-01,61.87933349609375,61.99279144404365,61.87177386475179,61.93984517109516,2023700
2015-10-02,62.11387634277344,62.28027495784549,62.02310874032959,62.15169184908754,1770400
2015-10-05,61.8718376159668,62.03823623760727,61.8718376159668,62.03823623760727,4199900
2015-10-06,61.95500564575195,62.01551157901899,61.87180349545685,61.947440240075935,1925300
2015-10-07,61.95500564575195,62.00038653838066,61.87180349545685,61.92474979376158,1871000
2015-10-08,61.85669708251953,62.000410993481104,61.8264412185952,61.962589720896695,1118100
2015-10-09,61.84912109375,61.90206740388142,61.781049739601755,61.781049739601755,1197400
2015-10-12,61.95500564575195,62.00038653838066,61.87180349545685,61.902053576733515,864100
2015-10-13,61.99286651611328,62.02312239025322,61.917229716122414,61.977741464402285,971700
2015-10-14,62.21977233886719,62.21977233886719,62.05336794413167,62.083623813239676,786300
2015-10-15,62.098724365234375,62.18949193675166,62.06846850806195,62.13654562937858,2264300
2015-10-16,62.0760498046875,62.13656153452159,62.05335934867876,62.068484395779194,1241200
2015-10-19,62.0760498046875,62.11387107851285,62.00797843666128,62.083615213595806,840100
2015-10-20,61.977725982666016,62.007981849248175,61.94747011608385,61.97772598266601,1348200
2015-10-21,62.0911865234375,62.15926367497676,62.0458056028895,62.09118652343751,943500
2015-10-22,62.19707107543945,62.24245198585983,62.09117266659862,62.09117266659862,1101300
2015-10-23,62.0382194519043,62.08360612799586,62.02309440701733,62.08360612799586,1367100
2015-10-26,62.10630798339844,62.174379353960674,62.10630798339844,62.128998440252516,1512200
2015-10-27,62.1214485168457,62.23490660011561,62.12144851684571,62.219781548681276,929400
2015-10-28,61.94744873046875,62.159233952714516,61.93988332375583,62.159233952714516,2617300
2015-10-29,61.7281379699707,61.871851936764486,61.69788209429211,61.871851936764486,943200
2015-10-30,61.8642692565918,61.8642692565918,61.71298992042639,61.72812073940124,1474100
2015-11-02,61.742244720458984,61.8028817531938,61.704350911999015,61.72708835360814,2939200
2015-11-03,61.63616180419922,61.72711739609587,61.590686899585116,61.696798865463656,3997100
2015-11-04,61.674041748046875,61.72709771406896,61.56792981600271,61.68919811719607,3594400
2015-11-05,61.560302734375,61.67399565736119,61.47692830969595,61.658833516876484,1715400
2015-11-06,61.31780242919922,61.40875220360458,61.26474646657402,61.37843946724694,1198700
2015-11-09,61.264739990234375,61.34053338844874,61.204102958596636,61.21925932517326,2358300
2015-11-10,61.33293914794922,61.42389467588109,61.27230212932797,61.34052022094296,1421000
2015-11-11,61.340518951416016,61.37083746009915,61.29504407972343,61.340518951416016,1303500
2015-11-12,61.348114013671875,61.439063777796626,61.348114013671875,61.42390741133102,1263900
2015-11-13,61.461830139160156,61.48457337355855,61.40119886210266,61.40119886210266,1583300
2015-11-16,61.461830139160156,61.54520465061605,61.431517391965556,61.48457337355855,949100
2015-11-17,61.5300178527832,61.57549273375781,61.363268912322376,61.41632486768124,1155900
2015-11-18,61.49969482421875,61.537594410692954,61.446638872753866,61.49211375039091,944100
2015-11-19,61.58306884765625,61.62096843385926,61.567912482774034,61.60580628631207,1085500
2015-11-20,61.56792068481445,61.636133009869106,61.545177460463826,61.636133009869106,1273800
2015-11-23,61.59061813354492,61.62851191752538,61.50724371306113,61.55271856690247,1647300
2015-11-24,61.61337661743164,61.65885148681446,61.583058110288434,61.61337661743164,1361900
2015-11-25,61.620975494384766,61.66645037690691,61.59823227045806,61.64371293564584,904600
2015-11-27,61.65125274658203,61.68915231531591,61.62851531840663,61.67399595741974,516000
2015-11-30,61.620975494384766,61.68160674352574,61.59065697848146,61.64371293564584,6285200
2015-12-01,61.854103088378906,61.86169396801563,61.62624921885567,61.64903344689507,1780200
2015-12-02,61.77814483642578,61.83131575860324,61.73257638263289,61.82371908478299,1413700
2015-12-03,61.29972457885742,61.63390905139098,61.276940327470236,61.63390905139098,2510600
2015-12-04,61.542747497558594,61.55034417722959,61.36046774743603,61.421229595666475,3815200
2015-12-07,61.649070739746094,61.740213501602526,61.55033709366104,61.565524656686385,1543300
2015-12-08,61.664276123046875,61.72503218156498,61.60351426995954,61.709844615577765,1687300
2015-12-09,61.64148712158203,61.717436534797635,61.49717918027424,61.60350951768984,2076900
2015-12-10,61.63389587402344,61.687061047416975,61.618702513299965,61.687061047416975,2004100
2015-12-11,61.80097198486328,61.8389437876475,61.725016790159245,61.80097198486328,1994400
2015-12-14,61.512351989746094,61.71742173026256,61.50476110644356,61.67184745761034,2974600
2015-12-15,61.44401168823242,61.48958017552498,61.383249842129956,61.42881832942251,1806300
2015-12-16,61.375640869140625,61.51994877608685,61.284503912810315,61.421215141873205,2332700
2015-12-17,61.50473403930664,61.535109148284036,61.436375557695364,61.45915978671084,2290500
2015-12-18,61.64148712158203,61.64907800670544,61.53515098959764,61.58831615830544,3211500
2015-12-21,61.5731315612793,61.69465526393667,61.55034731567331,61.66427433827232,3158300
2015-12-22,61.48958206176758,61.550343909733954,61.47439449706036,61.54274723009597,2348600
2015-12-23,61.49718475341797,61.497184753417976,61.382933183014984,61.40578814595659,2538600
2015-12-24,61.542877197265625,61.56572634479787,61.46670562405793,61.50479141066178,1361700
2015-12-28,61.542877197265625,61.60380632032656,61.47432394359373,61.47432394359373,1580600
2015-12-29,61.352455139160156,61.48955582482042,61.32198767444958,61.48955582482042,2586600
2015-12-30,61.3905029296875,61.428588693379126,61.291488079589584,61.33718634716221,2367200
2015-12-31,61.5124397277832,61.550519721882246,61.42103728200511,61.48959056910818,2419700
2016-01-04,61.4819450378418,61.641894888861295,61.46670839808256,61.5352616548483,2750500
2016-01-05,61.55811309814453,61.61904803730216,61.4667106894081,61.512414799314136,1513600
2016-01-06,61.83234405517578,61.83234405517578,61.68001244557726,61.71809244243768,2391100
2016-01-07,61.8399658203125,61.847578333461165,61.67239755378206,61.78664917287816,2792900
2016-01-08,61.91609191894531,61.93894106589429,61.771372906835104,61.80184037312541,1405100
2016-01-11,61.65714645385742,61.81710216974808,61.65714645385743,61.77901636861652,2146900
2016-01-12,61.817081451416016,61.94656383414279,61.69521157750228,61.75614651445915,1645300
2016-01-13,61.969417572021484,62.03796502286783,61.81708602942347,61.84754768908238,2887800
2016-01-14,61.893226623535156,62.053176421520774,61.86275916519406,61.95415572914384,4545800
2016-01-15,61.99992752075195,62.09132418449899,61.969460029142994,62.07609334423443,1773900
2016-01-19,61.923736572265625,61.999902364844516,61.87041993635266,61.999902364844516,3856700
2016-01-20,61.99225997924805,62.15982814452456,61.923712535857774,62.098893209683055,7796900
2016-01-21,61.954166412353516,62.121734556587775,61.946553904760684,62.098885411660284,3062600
2016-01-22,61.93135452270508,61.946591169205455,61.84757040018696,61.93897284595526,3004100
2016-01-25,61.93135452270508,62.022756968473374,61.92374201053288,61.999907809800796,2164700
2016-01-26,62.02277755737305,62.05324504940972,61.9389934070422,62.00754671689468,2659100
2016-01-27,62.02277755737305,62.07609421566723,61.88567674874801,61.96184257329971,1734400
2016-01-28,62.06842041015625,62.09888787495964,61.977023826820826,62.00749129162421,1487600
2016-01-29,62.25126266479492,62.3045793075207,62.190327698514544,62.27411182438051,3634300
2016-02-01,62.124515533447266,62.30770451400451,62.078719744176134,62.2237416846923,2255300
