Date,Close,High,Low,Open,Volume,daily_return,rolling_std_7d,rolling_var_7d,rolling_mean_7d
2015-07-08,172.41343688964844,174.29326493408666,172.17740524562748,174.0066569181698,164020100.0,-0.016777445713771044,0.0070104615821825495,4.9146571595257454e-05,-0.0020361975348944634
2015-07-09,172.72540283203125,174.7906998452496,172.61582493626628,174.5293670470037,144113100.0,0.0018094062041260628,0.007157183990513329,5.12252826740603e-05,-0.0016468967129186377
2015-07-10,174.90025329589844,175.32174032331667,172.76752996618322,174.7400861674374,129456900.0,0.01259137583822656,0.008980758274271812,8.065401918090162e-05,0.00025352076941610936
2015-07-11,175.54373677571616,175.86125409422252,173.88869784316074,175.217785738356,121661066.66666667,0.0036791454997442408,0.009055127699607248,8.199533765619446e-05,0.0008808348689658566
2015-07-12,176.18722025553384,176.40076786512833,175.0098657201383,175.69548530927466,113865233.33333333,0.0036656590069050754,0.009077903221590923,8.240832690057086e-05,0.0015062948096868447
2015-07-13,176.83070373535156,176.94028163603417,176.13103359711582,176.17318488019328,106069400.0,0.0036522710267206104,0.009049928987266125,8.190121467455966e-05,0.002129914768186168
2015-07-14,177.5977783203125,177.9096874859352,176.7295160209243,176.78853038241868,81709600.0,0.0043379038184960805,0.008929732768002015,7.974012730792892e-05,0.001851187954349655
2015-07-15,177.53872680664062,178.10351775451872,177.05822552788376,177.6398795546903,97914100.0,-0.00033250142107843494,0.004032152629547108,1.6258254827963658e-05,0.004200465710448599
2015-07-16,178.96340942382812,178.96340942382812,178.3564670244211,178.60092386121022,106683300.0,0.00802463013457988,0.00410158845573418,1.6823027860211894e-05,0.005088354843370573
2015-07-17,179.11508178710938,179.17409613130778,178.5418657376636,178.9549146960112,89030000.0,0.0008475048825318243,0.0026747276474284576,7.154167987918172e-06,0.0034106589925570396
2015-07-18,179.14600118001303,179.35112793415442,178.65708335570793,179.0841827617338,82835600.0,0.00017262305661347455,0.0029320434036359993,8.596878520805376e-06,0.00290972721496693
2015-07-19,179.17692057291666,179.52815973700103,178.7723009737522,179.2134508274564,76641200.0,0.0001725932630367577,0.003075675207944327,9.459777984763379e-06,0.0024107178229857418
2015-07-20,179.2078399658203,179.70519153984768,178.88751859179652,179.342718893179,70446800.0,0.00017256347974270447,0.0031224131170682727,9.749463673640008e-06,0.001913616744846041
2015-07-21,178.499755859375,179.33430480307854,178.19628468555217,179.07297204172738,77965000.0,-0.0039511893373658236,0.003587013238627388,1.286666397408814e-05,0.0007294605797229117
2015-07-22,178.1793975830078,178.51659487666717,177.7747736933781,177.80848699136328,88667900.0,-0.0017947266920609328,0.003699961681950327,1.3689716447900691e-05,0.0005205712552968407
2015-07-23,177.17625427246094,178.41542697745712,176.8137816570154,178.31427422203257,90509100.0,-0.005629962409540279,0.0024839836771745533,6.170174908469616e-06,-0.0014300848224346105
2015-07-24,175.3385772705078,177.33642136659293,175.0013928439383,177.2774198801859,117755000.0,-0.010372027614530932,0.003954099496946948,1.5634902831756105e-05,-0.0030328751791578617
2015-07-25,174.9985809326172,176.54403315462244,174.62486625085455,176.33329394506544,122623700.0,-0.0019390846166504883,0.003743739922864612,1.401558861005033e-05,-0.0033345477039098564
2015-07-26,174.65858459472656,175.75164494265198,174.2483396577708,175.389168009945,127492400.0,-0.0019428519710199543,0.003490248551117206,1.2181834948575757e-05,-0.003636754165917958
2015-07-27,174.31858825683594,174.9592567306815,173.87181306468705,174.44504207482453,132361100.0,-0.0019466339927095566,0.0031831599560116055,1.0132507305555805e-05,-0.003939496661982567
2015-07-28,176.45974731445312,176.6030513495824,174.32702414340517,175.16156016343817,123544800.0,0.012283022017494094,0.006907906990630138,4.7719178991196724e-05,-0.0016203236112882927
2015-07-29,177.6736297607422,177.90122347465888,176.44288208759366,176.58618612098044,105791300.0,0.00687908979108931,0.007613330582566259,5.796280255943869e-05,-0.000381206970838258
2015-07-30,177.71580505371094,177.88439730032104,176.53563360191248,177.15943906341013,91304400.0,0.00023737508501153748,0.007253643631131445,5.261534592745377e-05,0.0004569840998120015
2015-07-31,177.4459991455078,178.24682174724663,177.15939111756094,178.22153356023722,103266900.0,-0.0015181874685911145,0.005643982678017451,3.185454046976104e-05,0.0017218184063748326
2015-08-01,177.24650065104166,177.98831750851505,176.73509869503238,177.95179155407024,106833166.66666667,-0.001124277219136216,0.005563728482201695,3.095507462366238e-05,0.0018382194631625856
2015-08-02,177.04700215657553,177.7298132697835,176.31080627250384,177.6820495479033,110399433.33333333,-0.0011255426410865521,0.005479087584787331,3.002040076177067e-05,0.0019549779388673577
2015-08-03,176.84750366210938,177.47130903105193,175.88651384997527,177.4123075417363,113965700.0,-0.001126810914819809,0.005389824297502739,2.905020595795089e-05,0.0020720955214230358
2015-08-04,176.50189208984375,177.23527531991132,176.0129656488781,176.7716370687575,81820800.0,-0.0019542914946990564,0.0030901108072961428,9.54878480136842e-06,3.8193591109728485e-05
2015-08-05,177.0835723876953,178.12885202197495,176.79695142280738,177.40389379363725,85786800.0,0.0032956037522560155,0.0017921629020893831,3.2118478676254402e-06,-0.00047373298586645643
2015-08-06,175.6336669921875,177.37861677114512,175.04357480472143,177.26902601699894,116030800.0,-0.008187690003980008,0.0033697254940070797,1.1355049904961256e-05,-0.0016773137128652488
2015-08-07,175.2964630126953,175.62522239997963,174.38604943342392,175.47349323481643,117858000.0,-0.0019199279116980383,0.0033699847535325397,1.135679723904177e-05,-0.0017347052047376663
2015-08-08,176.03265889485678,176.2799283819667,175.0632352686251,175.78819780288677,105328900.0,0.0041997189761218134,0.004060711657022174,1.648937916147577e-05,-0.000974134319700805
2015-08-09,176.76885477701822,176.93463436395373,175.74042110382626,176.1029023709571,92799800.0,0.004182155099987206,0.0044995582909404894,2.02460248135713e-05,-0.00021589178526169674
2015-08-10,177.5050506591797,177.5893403459408,176.41760693902745,176.41760693902745,80270700.0,0.004164737521720863,0.004758084682601603,2.2639369846807993e-05,0.0005400437056726849
2015-08-11,175.9033660888672,176.57774779644564,175.1362567357122,176.15626083705428,126081400.0,-0.009023318290744431,0.005971231997394315,3.56556115667057e-05,-0.00046981726519094
2015-08-12,176.11415100097656,176.29960633575968,173.11316520214325,174.58836990706806,172123700.0,0.0011982994799706326,0.005800998532373323,3.365158397259745e-05,-0.000769432161231709
2015-08-13,175.8949737548828,176.64522016788285,175.34703288791917,175.95397525155556,89383300.0,-0.0012445180858438043,0.00483421582517631,2.3369642644385077e-05,0.0002224495413591773
2015-08-14,176.53558349609375,176.6114480561212,175.55773073542818,175.7010347475112,72786500.0,0.0036420014030853487,0.004880268361686279,2.381701928207608e-05,0.0010170108720425183
2015-08-15,176.8643544514974,176.91493082484902,175.5296457106742,175.77972781374987,74881866.66666667,0.001862349498569671,0.004702953174024175,2.211776855706406e-05,0.0006831009466779265
