Date,Close,High,Low,Open,Volume
2015-07-01,17.94333267211914,18.174667358398438,17.856666564941406,18.073999404907227,31518000.0
2015-07-02,18.667999267578125,18.829999923706055,18.220666885375977,18.68000030517578,107458500.0
2015-07-03,18.662999629974365,18.817333221435547,18.27050018310547,18.657999992370605,96051000.0
2015-07-04,18.657999992370605,18.80466651916504,18.32033348083496,18.63599967956543,84643500.0
2015-07-05,18.653000354766846,18.79199981689453,18.370166778564453,18.613999366760254,73236000.0
2015-07-06,18.648000717163086,18.779333114624023,18.420000076293945,18.591999053955078,61828500.0
2015-07-07,17.858667373657227,18.34666633605957,17.384666442871094,18.333332061767578,91576500.0
2015-07-08,16.997333526611328,17.386667251586914,16.95400047302246,17.288000106811523,93316500.0
2015-07-09,17.19466781616211,17.530000686645508,17.119333267211914,17.27199935913086,50011500.0
2015-07-10,17.27666664123535,17.53333282470703,17.187999725341797,17.481332778930664,39163500.0
2015-07-11,17.343555450439453,17.523332595825195,17.148666381835938,17.48199971516927,40910500.0
2015-07-12,17.410444259643555,17.51333236694336,17.109333038330078,17.48266665140788,42657500.0
2015-07-13,17.477333068847656,17.503332138061523,17.06999969482422,17.483333587646484,44404500.0
2015-07-14,17.709999084472656,17.732667922973633,17.367332458496094,17.47333335876465,28614000.0
2015-07-15,17.542667388916016,17.832666397094727,17.472000122070312,17.78266716003418,30324000.0
2015-07-16,17.778667449951172,17.81333351135254,17.54400062561035,17.614667892456055,24240000.0
2015-07-17,18.310667037963867,18.369333267211914,17.883333206176758,18.166667938232422,75061500.0
2015-07-18,18.47955576578776,18.616222381591797,17.978666305541992,18.222222646077473,74933500.0
2015-07-19,18.648444493611652,18.86311149597168,18.073999404907227,18.277777353922527,74805500.0
2015-07-20,18.817333221435547,19.110000610351562,18.16933250427246,18.333332061767578,74677500.0
2015-07-21,17.784666061401367,18.233333587646484,17.770000457763672,18.003332138061523,91630500.0
2015-07-22,17.857999801635742,17.96266746520996,17.390666961669922,17.417999267578125,46575000.0
2015-07-23,17.81333351135254,17.99333381652832,17.684667587280273,17.976667404174805,33408000.0
2015-07-24,17.694000244140625,18.07266616821289,17.594667434692383,17.825332641601562,42547500.0
2015-07-25,17.41844431559245,17.92466672261556,17.302889506022137,17.71533266703288,51836000.0
2015-07-26,17.14288838704427,17.77666727701823,17.011111577351887,17.60533269246419,61124500.0
2015-07-27,16.867332458496094,17.6286678314209,16.71933364868164,17.495332717895508,70413000.0
2015-07-28,17.654666900634766,17.69333267211914,16.78933334350586,17.049999237060547,58437000.0
2015-07-29,17.58799934387207,17.859333038330078,17.46666717529297,17.618000030517578,41851500.0
2015-07-30,17.785999298095703,17.79599952697754,17.474000930786133,17.512666702270508,30519000.0
2015-07-31,17.74333381652832,17.957332611083984,17.674667358398438,17.84000015258789,33339000.0
2015-08-01,17.60644467671712,17.898443857828777,17.495778401692707,17.810888926188152,34993500.0
2015-08-02,17.469555536905926,17.839555104573567,17.31688944498698,17.78177769978841,36648000.0
2015-08-03,17.332666397094727,17.78066635131836,17.13800048828125,17.752666473388672,38302500.0
2015-08-04,17.75200080871582,17.781333923339844,17.222667694091797,17.333999633789062,35287500.0
2015-08-05,18.0086669921875,18.066667556762695,17.360000610351562,17.57200050354004,93214500.0
2015-08-06,16.408666610717773,17.0,15.7413330078125,16.63599967956543,219357000.0
2015-08-07,16.167333602905273,16.248666763305664,15.892666816711426,16.238666534423828,76101000.0
2015-08-08,16.1368891398112,16.231777826944988,15.840666770935059,16.118000030517578,71663500.0
2015-08-09,16.10644467671712,16.21488889058431,15.788666725158691,15.997333526611328,67226000.0
2015-08-10,16.076000213623047,16.197999954223633,15.736666679382324,15.876667022705078,62788500.0
2015-08-11,15.824666976928711,15.953332901000977,15.629332542419434,15.8100004196167,63973500.0
2015-08-12,15.878000259399414,15.98466682434082,15.515999794006348,15.666666984558105,55920000.0
2015-08-13,16.167333602905273,16.43199920654297,15.941332817077637,15.990667343139648,70338000.0
2015-08-14,16.209999084472656,16.528667449951172,16.118000030517578,16.482667922973633,65472000.0
2015-08-15,16.47311019897461,16.7211119333903,16.312222162882488,16.667556126912434,79531500.0
2015-08-16,16.736221313476562,16.913556416829426,16.506444295247395,16.852444330851238,93591000.0
2015-08-17,16.999332427978516,17.106000900268555,16.700666427612305,17.03733253479004,107650500.0
2015-08-18,17.381332397460938,17.39666748046875,16.90399932861328,17.025333404541016,62925000.0
2015-08-19,17.016666412353516,17.376667022705078,17.001333236694336,17.35533332824707,54064500.0
2015-08-20,16.14533233642578,16.970666885375977,16.126667022705078,16.804000854492188,73587000.0
2015-08-21,15.38466739654541,16.253332138061523,15.36733341217041,15.733332633972168,98853000.0
2015-08-22,15.120222727457682,15.977777163187662,14.578222274780273,14.995332717895508,113810000.0
2015-08-23,14.855778058369955,15.702222188313803,13.789111137390137,14.257332801818848,128767000.0
2015-08-24,14.591333389282227,15.426667213439941,13.0,13.519332885742188,143724000.0
2015-08-25,14.66866683959961,15.393333435058594,14.607999801635742,15.368000030517578,64909500.0
2015-08-26,14.989333152770996,15.199999809265137,14.36733341217041,15.195332527160645,74445000.0
2015-08-27,16.19933319091797,16.316667556762695,15.387332916259766,15.399999618530273,114840000.0
2015-08-28,16.565332412719727,16.76333236694336,16.10466766357422,16.124000549316406,82705500.0
2015-08-29,16.578221638997395,16.841110865275066,16.192222595214844,16.207555770874023,78638000.0
2015-08-30,16.591110865275066,16.91888936360677,16.27977752685547,16.29111099243164,74570500.0
2015-08-31,16.604000091552734,16.996667861938477,16.367332458496094,16.374666213989258,70503000.0
2015-09-01,15.908666610717773,16.399999618530273,15.79800033569336,16.022666931152344,81822000.0
