Date,Close,High,Low,Open,Volume
2015-07-01,174.91714477539062,175.36392006796436,174.12474697716087,175.1110252379047,135979900.0
2015-07-02,174.75694274902344,175.5662034711772,174.3354557372848,175.39761123903432,104373700.0
2015-07-03,174.6326026916504,175.43553814047218,174.06570215878955,174.9128983816504,107774125.0
2015-07-04,174.50826263427734,175.30487280976718,173.7959485802943,174.42818552426647,111174550.0
2015-07-05,174.3839225769043,175.17420747906215,173.52619500179907,173.94347266688254,114574975.0
2015-07-06,174.25958251953125,175.04354214835712,173.2564414233038,173.45875980949862,117975400.0
2015-07-07,175.35548400878906,175.4819249845422,172.05945203800184,174.46193347942804,173820200.0
2015-07-08,172.4134521484375,174.2932803592427,172.17742048352747,174.00667231796066,164020100.0
2015-07-09,172.7253875732422,174.79068440400948,172.61580968715748,174.52935162885007,144113100.0
2015-07-10,174.90023803710938,175.3217250277559,172.76751489345892,174.74007092262175,129456900.0
2015-07-11,175.54371643066406,175.86123371835225,173.8886776624017,175.2177654404446,121661066.66666667
2015-07-12,176.18719482421875,176.40074240894864,175.0098404313445,175.6954599582674,113865233.33333333
2015-07-13,176.83067321777344,176.940251099545,176.13100320028727,176.17315447609025,106069400.0
2015-07-14,177.59774780273438,177.90965691476003,176.72948565254435,176.78850000389795,81709600.0
2015-07-15,177.5387420654297,178.10353306184948,177.05824074537554,177.63989482217306,97914100.0
2015-07-16,178.96336364746094,178.96336364746094,178.3564214033014,178.6008781775618,106683300.0
2015-07-17,179.11512756347656,179.17414192275723,178.5419113675342,178.95496043144456,89030000.0
2015-07-18,179.14602661132812,179.35115336140856,178.65710869844995,179.08420816193157,82835600.0
2015-07-19,179.1769256591797,179.5281648000599,178.77230602936572,179.21345589241855,76641200.0
2015-07-20,179.20782470703125,179.70517623871123,178.88750336028147,179.34270362290556,70446800.0
2015-07-21,178.49972534179688,179.33427414282002,178.19625421985762,179.07294142614816,77965000.0
2015-07-22,178.179443359375,178.5166407396643,177.7748193657927,177.8085326724392,88667900.0
2015-07-23,177.17623901367188,178.41541161194792,176.81376642944323,178.31425886523485,90509100.0
2015-07-24,175.338623046875,177.33646766454555,175.00143853227536,177.27746616273473,117755000.0
2015-07-25,174.99860636393228,176.54405891496776,174.6248916365189,176.3333197101453,122623700.0
2015-07-26,174.6585896809896,175.75165016539,174.24834474076243,175.38917325755588,127492400.0
2015-07-27,174.31857299804688,174.95924141581222,173.87179784500597,174.44502680496646,132361100.0
2015-07-28,176.45973205566406,176.60303607840157,174.32700906903648,175.16154501690565,123544800.0
2015-07-29,177.6736602783203,177.90125403132893,176.44291239377608,176.58621645177706,105791300.0
2015-07-30,177.71578979492188,177.88438202705655,176.5356184444537,177.159423852391,91304400.0
2015-07-31,177.446044921875,178.24686773020483,177.15943681999087,178.22157953667175,103266900.0
2015-08-01,177.24654134114584,177.98835837222876,176.73513928056752,177.951832410041,106833166.66666667
2015-08-02,177.04703776041666,177.7298490142527,176.31084174114415,177.68208528341023,110399433.33333333
