Date,Close,High,Low,Open,Volume,daily_return
2015-07-01,174.91709899902344,175.3638741746747,174.12470140816666,175.1109794107984,135979900.0,
2015-07-02,174.75692749023438,175.56618814172808,174.33544051529762,175.3975959243057,104373700.0,-0.0009156995497047182
2015-07-03,174.6325798034668,175.43551514780881,174.06567936408632,174.9128755041043,107774125.0,-0.0007115465381166697
2015-07-04,174.50823211669922,175.30484215388955,173.79591821287502,174.42815508390288,111174550.0,-0.0007120531971039901
2015-07-05,174.38388442993164,175.1741691599703,173.52615706166372,173.94343466370148,114574975.0,-0.0007125605781418409
2015-07-06,174.25953674316406,175.04349616605103,173.25639591045243,173.45871424350008,117975400.0,-0.0007130686827746535
2015-07-07,175.35545349121094,175.4818944449592,172.05942209404085,174.46190311735685,173820200.0,0.006288991515351672
2015-07-08,172.41343688964844,174.29326493408666,172.17740524562748,174.0066569181698,164020100.0,-0.016777445713771044
2015-07-09,172.72540283203125,174.7906998452496,172.61582493626628,174.5293670470037,144113100.0,0.0018094062041260628
2015-07-10,174.90025329589844,175.32174032331667,172.76752996618322,174.7400861674374,129456900.0,0.01259137583822656
2015-07-11,175.54373677571616,175.86125409422252,173.88869784316074,175.217785738356,121661066.66666667,0.0036791454997442408
2015-07-12,176.18722025553384,176.40076786512833,175.0098657201383,175.69548530927466,113865233.33333333,0.0036656590069050754
2015-07-13,176.83070373535156,176.94028163603417,176.13103359711582,176.17318488019328,106069400.0,0.0036522710267206104
2015-07-14,177.5977783203125,177.9096874859352,176.7295160209243,176.78853038241868,81709600.0,0.0043379038184960805
2015-07-15,177.53872680664062,178.10351775451872,177.05822552788376,177.6398795546903,97914100.0,-0.00033250142107843494
2015-07-16,178.96340942382812,178.96340942382812,178.3564670244211,178.60092386121022,106683300.0,0.00802463013457988
2015-07-17,179.11508178710938,179.17409613130778,178.5418657376636,178.9549146960112,89030000.0,0.0008475048825318243
2015-07-18,179.14600118001303,179.35112793415442,178.65708335570793,179.0841827617338,82835600.0,0.00017262305661347455
2015-07-19,179.17692057291666,179.52815973700103,178.7723009737522,179.2134508274564,76641200.0,0.0001725932630367577
2015-07-20,179.2078399658203,179.70519153984768,178.88751859179652,179.342718893179,70446800.0,0.00017256347974270447
2015-07-21,178.499755859375,179.33430480307854,178.19628468555217,179.07297204172738,77965000.0,-0.0039511893373658236
2015-07-22,178.1793975830078,178.51659487666717,177.7747736933781,177.80848699136328,88667900.0,-0.0017947266920609328
2015-07-23,177.17625427246094,178.41542697745712,176.8137816570154,178.31427422203257,90509100.0,-0.005629962409540279
2015-07-24,175.3385772705078,177.33642136659293,175.0013928439383,177.2774198801859,117755000.0,-0.010372027614530932
2015-07-25,174.9985809326172,176.54403315462244,174.62486625085455,176.33329394506544,122623700.0,-0.0019390846166504883
2015-07-26,174.65858459472656,175.75164494265198,174.2483396577708,175.389168009945,127492400.0,-0.0019428519710199543
2015-07-27,174.31858825683594,174.9592567306815,173.87181306468705,174.44504207482453,132361100.0,-0.0019466339927095566
2015-07-28,176.45974731445312,176.6030513495824,174.32702414340517,175.16156016343817,123544800.0,0.012283022017494094
2015-07-29,177.6736297607422,177.90122347465888,176.44288208759366,176.58618612098044,105791300.0,0.00687908979108931
2015-07-30,177.71580505371094,177.88439730032104,176.53563360191248,177.15943906341013,91304400.0,0.00023737508501153748
2015-07-31,177.4459991455078,178.24682174724663,177.15939111756094,178.22153356023722,103266900.0,-0.0015181874685911145
2015-08-01,177.24650065104166,177.98831750851505,176.73509869503238,177.95179155407024,106833166.66666667,-0.001124277219136216
2015-08-02,177.04700215657553,177.7298132697835,176.31080627250384,177.6820495479033,110399433.33333333,-0.0011255426410865521
2015-08-03,176.84750366210938,177.47130903105193,175.88651384997527,177.4123075417363,113965700.0,-0.001126810914819809
2015-08-04,176.50189208984375,177.23527531991132,176.0129656488781,176.7716370687575,81820800.0,-0.0019542914946990564
2015-08-05,177.0835723876953,178.12885202197495,176.79695142280738,177.40389379363725,85786800.0,0.0032956037522560155
